doc_id,year,agency,doc_type,section_type,section_number,layout_list_number,text,layout_type,layout_type_and_number,page_number,element_number_within_page,row
plans-2023-doe-equity-action-plan_text_74_part_of_layout_list_9.p9.19,2023,doe-equity-action-plan,plans,text,74,part_of_layout_list_9,Additional links to award information available at:,Text,Text 74 - part of layout list 9,9,19,1158
plans-2023-doe-equity-action-plan_text_75_part_of_layout_list_9.p9.20,2023,doe-equity-action-plan,plans,text,75,part_of_layout_list_9,FY 2023 Nuclear Energy University Program R&D Awards FY 2023 Integrated Research Projects Awards,Text,Text 75 - part of layout list 9,9,20,1159
plans-2023-doe-equity-action-plan_text_76.p10.0,2023,doe-equity-action-plan,plans,text,76,NA,FY 2023 Nuclear Science User Facilities Awards FY 2023 Distinguished Early Career Program Awards FY 2023 Innovations in Nuclear Energy R&D Student Competition Awards FY 2023 Infrastructure Support for CINR Awards,Text,Text 76,10,0,1160
plans-2023-doe-equity-action-plan_text_77_part_of_layout_list_10.p10.2,2023,doe-equity-action-plan,plans,text,77,part_of_layout_list_10,The above-mentioned awards include the following two Integrated Research Projects (IRPs) awarded to MSIs under NE's Grand Challenge Research and Development at Minority Serving Institutions topic area:,Text,Text 77 - part of layout list 10,10,2,1161
plans-2023-doe-equity-action-plan_text_78_part_of_layout_list_10.p10.3,2023,doe-equity-action-plan,plans,text,78,part_of_layout_list_10,"Virginia Commonwealth University ($1.5M total, with $204,000 going to Virginia State University and $178,552 going to Virginia Union University as project collaborators).",Text,Text 78 - part of layout list 10,10,3,1162
plans-2023-doe-equity-action-plan_text_79_part_of_layout_list_10.p10.4,2023,doe-equity-action-plan,plans,text,79,part_of_layout_list_10,"CUNY, City College of New York ($1,499,999 total, with $600,000 going to the University of New Mexico as a collaborator).",Text,Text 79 - part of layout list 10,10,4,1163
plans-2023-doe-equity-action-plan_section_header_12.p10.5,2023,doe-equity-action-plan,plans,section-header,12,NA,Office of Energy Efficiency and Renewable Energy (EERE),Section header,Section header 12,10,5,1164
plans-2023-doe-equity-action-plan_text_80_part_of_layout_list_11.p10.7,2023,doe-equity-action-plan,plans,text,80,part_of_layout_list_11,"EERE released its HBCU Clean Energy Education Prize during May 2023. This competition, with $7.75M in cash prizes, will help HBCU institutions develop programming to strengthen the participation of K-12 and community college students in STEM and other associated fields that can lead to potential careers in clean energy industries. It will also give HBCUs the opportunity to create enhanced curricula and programs that will provide opportunities for undergraduate and graduate students and establish partnerships that lead to career opportunities in clean energy. This prize supports President Biden's Justice40 Initiative, which directs 40% of the overall benefits of certain federal investments to flow to disadvantaged communities, by helping to build a diverse STEM pipeline to support the clean energy transition. The prize aims to help HBCUs achieve these goals through two distinct prize tracks, the Inspire Track and the Partnerships Track. HBCUs of all sizes are invited to apply to help foster the next generation of the clean energy technical workforce. Details can be found at the Prize website: HBCU Clean Energy Education Prize HeroX.",Text,Text 80 - part of layout list 11,10,7,1165
plans-2023-doe-equity-action-plan_text_81_part_of_layout_list_11.p10.8,2023,doe-equity-action-plan,plans,text,81,part_of_layout_list_11,"In FY 2023, EERE's first cohort of 11 students from the Graduate Education for Minority Students fellowship (GEM Fellowship) program, a non-governmental program, started their 10- week summer internship assignments in various EERE program offices. The goal of the GEM Fellowship program is to enhance the value of the Nation's human capital by increasing the participation of underrepresented groups at the master's and doctoral levels in engineering and science. The FY 2023 program follows EERE's pilot program, which established GEM Fellow cohorts in a partnership pilot between EERE's Building Technologies Office and the National Renewable Energy Laboratory. This is the first class of GEM Fellowship students within DOE.",Text,Text 81 - part of layout list 11,10,8,1166
plans-2023-doe-equity-action-plan_text_82_part_of_layout_list_11.p10.9,2023,doe-equity-action-plan,plans,text,82,part_of_layout_list_11,"EERE's Interagency Agreement with the Army and the MSI STEM R&D Consortium was designed to increase funding opportunities for MSIs. The program has continued to show improved results in R&D awards provided to MSIs, and during FY 2022, EERE provided $8.6M in direct funding awards to MSIs for EERE R&D work. For FY 2023, EERE is on target to surpass last year's figures.",Text,Text 82 - part of layout list 11,10,9,1167
plans-2023-doe-equity-action-plan_text_83_part_of_layout_list_11.p10.10,2023,doe-equity-action-plan,plans,text,83,part_of_layout_list_11,"Through an Interagency Agreement partnership with the National Science Foundation, EERE has initiated a pilot through the Geothermal Technologies Office to support 14 non-academic internships for graduate students in the geothermal industry, with placements for the summer of 2023 within state geological surveys, private industry companies, and National Labs. The",Text,Text 83 - part of layout list 11,10,10,1168
plans-2023-doe-equity-action-plan_text_84.p11.0,2023,doe-equity-action-plan,plans,text,84,NA,"program is intended to encourage participation, including by those from underrepresented communities, in the geothermal industry.",Text,Text 84,11,0,1169
plans-2023-doe-equity-action-plan_text_85_part_of_layout_list_12.p11.2,2023,doe-equity-action-plan,plans,text,85,part_of_layout_list_12,"EERE is partnering with the Office of Energy Justice and Equity and NREL to develop STEM faculty from MSIs through the Faculty-Applied Clean Energy Science (FACES) program. The FACES pilot program offers a unique opportunity to foster the growth of STEM faculty from MSIs through exposure to the National Lab systems. By providing valuable on-site experiences, fostering collaboration, and developing scalable educational modules, the program aims to expand DOE funding opportunities for MSI faculty.",Text,Text 85 - part of layout list 12,11,2,1170
plans-2023-doe-equity-action-plan_text_86_part_of_layout_list_12.p11.3,2023,doe-equity-action-plan,plans,text,86,part_of_layout_list_12,"EERE announced six grand prize winners of the Inclusive Energy Innovation Prize on June 15, 2023. The prize seeks to foster a just and equitable clean energy future by investing in community-led innovation and entrepreneurship programs in areas historically underserved by federal funding. The winning teams in this first-of-its-kind competition received $250,000 each for their entrepreneurship, job-training, mentorship, and other solutions to expand clean energy and economic opportunities in underserved communities.",Text,Text 86 - part of layout list 12,11,3,1171
plans-2023-doe-equity-action-plan_text_87_part_of_layout_list_12.p11.4,2023,doe-equity-action-plan,plans,text,87,part_of_layout_list_12,"The Community Clean Energy Coalition Prize recognized and assisted coalitions supporting underrepresented communities with a prize pool of $2.1 million to build capacity and address local energy challenges with clean energy solutions in line with the Justice40 Initiative. EERE announced successful completion of the prize on December 7, 2023. All ten coalitions participating in the prize successfully completed all three phases of the challenge and were awarded $205k each in aggregate. The top three coalitions were awarded additional prize bonuses ranging from $10k to $50k for the strength of their project implementation and vision for the future.",Text,Text 87 - part of layout list 12,11,4,1172
plans-2023-doe-equity-action-plan_text_88_part_of_layout_list_12.p11.5,2023,doe-equity-action-plan,plans,text,88,part_of_layout_list_12,"The Community Energy Innovation Prize launched in November 2023 is the successor to both DOE's Inclusive Energy Innovation Prize and Community Clean Energy Coalition Prize. The prize program will award up to $7.5 million in cash prizes as well as mentorship opportunities to organizations supporting innovation, entrepreneurship, capacity building, and economic development in communities historically underrepresented in climate and energy technology funding. The expanded prize has three tracks: clean energy ecosystem track, manufacturing ecosystem track, and collegiate track.",Text,Text 88 - part of layout list 12,11,5,1173
plans-2023-doe-equity-action-plan_section_header_13.p11.6,2023,doe-equity-action-plan,plans,section-header,13,NA,National Nuclear Security Administration (NNSA),Section header,Section header 13,11,6,1174
plans-2023-doe-equity-action-plan_text_89.p11.7,2023,doe-equity-action-plan,plans,text,89,NA,"The missions of the NNSA Minority Serving Institutions Partnership ship Program (MSIPP) and Tribal Education Partnership Program (TEPP) are to build a sustainable science, technology, engineering and mathematics pipeline that prepares a diverse workforce of world-class talent through strategic partnerships between MSIs, including Tribal Colleges and Universities (TCUs), and the nuclear security enterprise. MSIPP and TEPP align investments in university capacity and workforce development with DOE/NNSA mission areas to cultivate a technical workforce and enhance research and education capabilities at MSIs and TCUs. MSIPP and TEPP support 33 consortia consisting of 56 MSI partners as well as DOE/NNSA laboratories, production plants, and sites. Using MSIPP funds, NNSA created the Community and Junior College Trade Occupation Program (CJCTOP). CJCTOP links minority serving community colleges directly to Nuclear Security Enterprise labs, plants, and sites.",Text,Text 89,11,7,1175
plans-2023-doe-equity-action-plan_text_90.p11.8,2023,doe-equity-action-plan,plans,text,90,NA,NNSA currently funds the Apprenticeships for Complete and Committed Employment for Specialized Skills (ACCESS) program. This program is focused on skills development to meet,Text,Text 90,11,8,1176
